{'fen': '1bk1bn1r/pppp1p2/r2q3p/pp1n4/4B1P1/3NPR2/PPPPPP2/1N1BRQ1K w - - 0 1', 'eval': -33},
{'fen': '1r2kb2/p1bppppp/2pp1r2/1qn4n/4N3/BP4PP/1P1PPP1P/KBNR1QR1 w - - 0 1', 'eval': 30},
{'fen': '2q1k2n/ppbn1ppp/r2ppp2/3b2r1/PB4P1/2Q1N1P1/P1P1PPP1/K3RBRN w - - 0 1', 'eval': -84},
{'fen': '2r2bkn/pb1pppp1/1p1n2r1/1q1pp3/1PR5/1P1RNP2/PP3PPP/N1QK1BB1 w - - 0 1', 'eval': 56},
{'fen': 'r1k1r2b/ppp1qpp1/3npn1p/1b3p2/1P5B/1BNP1R1P/R1P1PPPP/1N3K1Q w - - 0 1', 'eval': -60},
{'fen': 'q1kb3r/p1ppppp1/1n1rp1p1/b5n1/4N1P1/4P2B/PPPQPPRP/1RB2N1K w - - 0 1', 'eval': 139},
{'fen': 'b2k2r1/qpppppn1/1p1n2pr/3bp3/P7/2B2P1P/PPPPP1RQ/N1K1RNB1 w - - 0 1', 'eval': 83},
{'fen': 'rbq1b2k/ppprp1pp/2np1n2/2p5/4Q1PB/BP2RP2/PPPPNP2/R1NK4 w - - 0 1', 'eval': 0},
{'fen': '1k1rqbn1/pb1rpppp/1p2p3/2n3p1/7P/N1R1PP2/1PPPP1PR/1BB1KQN1 w - - 0 1', 'eval': -29},
{'fen': '1kn2rbq/pn1ppp1p/p1pb4/1p3r2/1BPP4/5P2/PPPPPR2/NRBK1N1Q w - - 0 1', 'eval': 12},
{'fen': 'rnq1kn1b/p1pppppr/1pp5/3b4/2P4B/P2P1R1B/P1P1PPNP/QR1KN3 w - - 0 1', 'eval': 30},
{'fen': '2q3nk/rppppprp/3n1bpb/p7/4PQ2/3P2PN/PP1PPP1B/KRB1NR2 w - - 0 1', 'eval': 76},
{'fen': 'k1bb1rn1/pnpp1prp/2qp2p1/5p2/5R2/PP5B/BPPPNPPP/RK2N1Q1 w - - 0 1', 'eval': 7},
{'fen': 'b1rk3n/rpq1pppp/1ppb4/n4p2/P7/P4R2/PRPPPPNP/1N2BQKB w - - 0 1', 'eval': 50},
{'fen': '1krq2bn/rppppppb/p7/3n3p/1R1PN2B/3NR2P/P1PPPPP1/1Q3BK1 w - - 0 1', 'eval': -22},
{'fen': 'bq3nk1/r1pp1ppp/2n3pp/2pb1r2/1P6/B1NB3P/1PPPPPP1/1RQ1KN1R w - - 0 1', 'eval': 67},
{'fen': 'kn1r4/qpppbppp/r1p5/1n1p1b2/P1B5/PP3R2/NPRPBPPP/1N3K1Q w - - 0 1', 'eval': -52},
{'fen': 'n1n2b1k/1p1pppqp/p2bppr1/4r3/3RP3/N2P2B1/PPPBP1PP/Q1N3KR w - - 0 1', 'eval': 0},
{'fen': 'r1nkq1b1/2pp1ppp/1pb2pr1/2p2n2/4P2N/1B1Q3P/PP1RPPPP/RKN4B w - - 0 1', 'eval': 0},
{'fen': '2rqn2k/pppp1pb1/3n3p/b1p1p2r/6NP/1PPR4/NP1PP1PP/QK2BR1B w - - 0 1', 'eval': -4},
{'fen': '3q1k1r/1pppnbpp/5pnp/1br1p3/P2R1P1B/3BP3/PPP3PP/2KNQ1RN w - - 0 1', 'eval': 0},
{'fen': '3kqb2/ppppp2p/b1n3pp/1n1r1r2/6NB/2P1Q1PR/1PPPPP1P/B1N2KR1 w - - 0 1', 'eval': -29},
{'fen': '1brrnk2/pnppp1pb/2p2q1p/3p4/7Q/PP2N1BP/2PPPPP1/RNK3BR w - - 0 1', 'eval': 36},
{'fen': '1kr1n2n/p1pppp1b/pb1q2p1/1pr5/PNB3NP/P3R3/1P1PPP1P/RQK1B3 w - - 0 1', 'eval': 51},
{'fen': 'b2n2k1/rpppp1pr/q2pb2p/2n1p3/8/NB1P1P2/P1P1PPPP/Q1BNR1KR w - - 0 1', 'eval': -41},
{'fen': 'r1nbk3/1prpppp1/p1p3qn/b4p2/1NP4P/R4P1B/P2PPPPN/1K1BRQ2 w - - 0 1', 'eval': -49},
{'fen': '1bn1r2k/2pprppp/p4qp1/2p1b1n1/1PN4R/3P2P1/1PPRPPP1/NQ2BK1B w - - 0 1', 'eval': 1},
{'fen': 'r3kq2/pppp1ppn/b3p1b1/1n2p2r/2R2B2/2PP3P/1PQPPPP1/RKN1BN2 w - - 0 1', 'eval': 0},
{'fen': 'bk2r1q1/ppp1pn1p/2nb2p1/2rp2p1/1RN5/P2N2PP/QPPPP1PB/1K2B2R w - - 0 1', 'eval': 1},
{'fen': '1q1nbkr1/1ppp2pp/2rn1p2/p2p3b/PN6/1R2RPP1/PPBPPP1Q/K1B4N w - - 0 1', 'eval': -51},
{'fen': '4k1bn/p1ppp1pp/qp1r1prb/3n4/P2P3R/4N2P/QNPPPPBP/2B1K1R1 w - - 0 1', 'eval': -30},
{'fen': '1kr2b1n/1bp1pppp/1pqpn3/p1r5/NR6/1P1QP1B1/1PPPNPPP/3R2KB w - - 0 1', 'eval': -8},
{'fen': 'qnnk3r/pppbbpp1/3pp3/2p2r2/7N/1RPPR1P1/PPPPQP1B/1N1K2B1 w - - 0 1', 'eval': -55},
{'fen': '3kb1rq/pppnpppr/4b1p1/4pn2/2QP3P/PNB3BN/1PPP1PPR/2R1K3 w - - 0 1', 'eval': 49},
{'fen': '2rknqb1/prpp2pp/5p1n/1p1bp3/1B3Q2/1N1PP1P1/PPPRPRP1/3BK1N1 w - - 0 1', 'eval': 0},
{'fen': 'b3q2k/pr1pp1pp/2p1bp2/prn2n2/PB6/PR3Q1P/RPPPP1P1/1BNK1N2 w - - 0 1', 'eval': 37},
{'fen': 'r1kb2r1/pppp2pq/2nb1p2/n1p3p1/BP1NR2B/P2Q3P/1PPPPNPR/K7 w - - 0 1', 'eval': 0},
{'fen': '2nk2q1/pp1bppp1/ppp2nr1/rb6/4NP2/P1BR3P/1PPP1P1P/RQKBN3 w - - 0 1', 'eval': 31},
{'fen': 'kn2n1q1/1pppp1pp/p2r1bb1/4pr2/1P2NP2/P1N3B1/RPPBP1PP/Q2K2R1 w - - 0 1', 'eval': 0},
{'fen': '1b2kqn1/ppp1pp1p/pb2r2r/4n2p/PB4P1/Q1RP4/PPPNP1PB/K3N1R1 w - - 0 1', 'eval': 0},
{'fen': 'k1q5/pb1p1ppp/rnp3p1/2p1r1bn/BNP5/Q2B2P1/PPPRPRPP/K4N2 w - - 0 1', 'eval': 75},
{'fen': '1r3qrk/pp3ppp/b2b1pp1/3n1pn1/RP5P/1B5P/PP1PNPBP/Q2K1N1R w - - 0 1', 'eval': -114},
{'fen': '1b4k1/pppq2pp/3p2pr/1n1brnp1/2Q3B1/PR2PNR1/1PPPPPPB/4K2N w - - 0 1', 'eval': -64},
{'fen': 'r1r2knn/ppppp1q1/p1b2p1b/7p/1PB4N/1R2Q1P1/PPP1P1PP/K4NRB w - - 0 1', 'eval': -72},
{'fen': 'r1qrk1bb/ppp1np1p/2np3p/1p6/8/PP1RNPBR/1PP1P1PP/1N2KB1Q w - - 0 1', 'eval': -26},
{'fen': '2k2nq1/bppp1p1p/r1r3p1/1b2p1pn/3RNP2/B3BP1P/2PP1PPP/1QR1KN2 w - - 0 1', 'eval': -105},
{'fen': '1nb2qrk/pppppppb/2p2r2/5n2/R7/2P2NP1/PPPP1P1P/BQ1BKRN1 w - - 0 1', 'eval': -79},
{'fen': '1rnr1kb1/pppppq2/1pn1b2p/2p5/1NP5/3PN1Q1/PP1PP1PP/RRK2BB1 w - - 0 1', 'eval': 75},
{'fen': '1n1k1r2/p2ppppq/1pb2p1p/2rnb3/BP6/P1B2P2/P1NPRPPP/2RKQ2N w - - 0 1', 'eval': -37},
{'fen': '2n1nkqr/pppbrpp1/4p2b/p2p4/1R6/P2P2B1/P1NPPPPP/1KQ2NRB w - - 0 1', 'eval': -55},
{'fen': 'r1n3bk/ppp1p2p/2qb1pp1/n1r1p3/5P1P/NNPBQ3/PPRP1PPB/R1K5 w - - 0 1', 'eval': 61},
{'fen': 'rqbkrnb1/pp1ppp2/p3p3/n1p5/1R1BP1N1/P3PRQ1/PP1PPP2/3N2BK w - - 0 1', 'eval': 0},
{'fen': 'b1qk1nb1/ppn1ppp1/3r3p/1p1r2p1/5PN1/4R1PB/PPPPPPN1/BK1QR3 w - - 0 1', 'eval': 90},
{'fen': '1b2k2n/bppnprpp/p5q1/rpp5/3PR1N1/N3PB1P/PP1PQP1P/1K3RB1 w - - 0 1', 'eval': 46},
{'fen': 'b2r2kb/pp2p1pp/rnpq4/1pn4p/7N/2NP4/PPPRPPPP/R3QKBB w - - 0 1', 'eval': -7},
{'fen': '1bk1r1nq/ppppp1bp/1n1rpp2/8/3P4/1P1P1B2/PPRNQPPP/4NBRK w - - 0 1', 'eval': 0},
{'fen': 'kbrq4/pp1ppp1p/p5r1/p4nbn/1N2P3/Q1PRNP2/PPP1P1P1/K1RBB3 w - - 0 1', 'eval': -40},
{'fen': 'kb1n4/pp1prqpp/1r1pppbn/8/7P/NBP1Q1P1/PPNP2PP/2B2RRK w - - 0 1', 'eval': 0},
{'fen': '2rr1qkn/1ppppppn/4b1bp/5p2/2P1B1P1/2PN4/NPQPPPP1/2RK2RB w - - 0 1', 'eval': -70},
{'fen': '1n1br2k/1pp2ppp/pn1r1pq1/6bp/1P5B/1Q4P1/PPNPPPNP/1K3RBR w - - 0 1', 'eval': 39},
{'fen': 'kb1bn3/pn1prppp/p3p3/pq5r/8/P3P1PR/PBPNPPPQ/3BN1RK w - - 0 1', 'eval': 85},
{'fen': '1knrn3/rpp1pppq/1bppb3/p7/5P1P/R1R1BNP1/PNPPP1QP/5B1K w - - 0 1', 'eval': 0},
{'fen': '6kq/pprpppp1/p2b2bn/2rp3n/2P5/NP5P/PPNPPP1B/2RRQKB1 w - - 0 1', 'eval': 0},
{'fen': '1bkqrr2/pp1npppp/2p4p/2n1b3/4B2P/5PPN/PPP1P2P/QRNRK1B1 w - - 0 1', 'eval': 0},
{'fen': '4b2k/p1p1nppp/3p1q2/rrnpb2p/7N/BR2P2P/P1PPPPP1/3NBQRK w - - 0 1', 'eval': 40},
{'fen': '1q1nk3/ppbrpp1p/p1ppn1b1/1r6/R2P2N1/B2B1QP1/PRPPP1PP/4K1N1 w - - 0 1', 'eval': -39},
{'fen': 'k1nb1q1n/ppppp1p1/r3rpb1/1p6/1PQ2BNP/4R2P/PPPPP3/1KN1R2B w - - 0 1', 'eval': 78},
{'fen': 'qn1b1kbr/1pppppn1/1r3p2/5pp1/2P5/P1R2P2/BPBPRPPP/NK1N1Q2 w - - 0 1', 'eval': -4},
{'fen': '1q3k2/pppn2pp/prr1bpnp/b7/R3NBQ1/2PP3P/PPPNP1P1/1BRK4 w - - 0 1', 'eval': 101},
{'fen': 'q2n1rk1/pppb1ppp/3pnpb1/2r5/PB6/P1N4P/RP1QPPPP/N1B2KR1 w - - 0 1', 'eval': 53},
{'fen': '1k6/pp1rppp1/1npbprnb/pq6/6PB/P3P1R1/PNP1PPP1/BN2QR1K w - - 0 1', 'eval': -54},
{'fen': 'k1q1b1r1/1p1ppnpp/2p4r/n2pp2b/2N1B3/4P1BP/PPPPQPRP/RN5K w - - 0 1', 'eval': 0},
{'fen': '1rb1nk1r/pppp3p/p3pbpn/7q/1N3P1Q/1R1RP1BP/1P1PPPPB/N3K3 w - - 0 1', 'eval': 33},
{'fen': '2k1nqn1/pbpprp1p/3pr1p1/4b1p1/7P/N1P2P2/PP2PPBP/1BRQKN1R w - - 0 1', 'eval': 2},
{'fen': '1k1br1q1/pp1ppn1p/1pp2p2/r3n2b/4R2Q/BPNPB2P/1PP1P1PP/2K3RN w - - 0 1', 'eval': 0},
{'fen': 'r1b1rqk1/1pp1ppnp/2p5/np4pb/3NP3/NP1QPB2/B1PPP1PP/K2R1R2 w - - 0 1', 'eval': -64},
{'fen': '1b1q1k2/1bpprppp/pn2rp2/3p3n/2PP4/1B1PBN2/NPP1P1PP/Q2R2RK w - - 0 1', 'eval': -67},
{'fen': '1n3krq/pb1pprpp/n2p1p2/6bp/1N3RBN/PB3P2/1PPPPP1P/K1Q2R2 w - - 0 1', 'eval': -38},
{'fen': 'kr1rn1nq/pbp1pp1p/b2p4/4p2p/B2P4/R2P2N1/P1PBPPPP/1KR1NQ2 w - - 0 1', 'eval': 20},
{'fen': 'br1r1k2/pppn1ppp/2q1p1nb/3p4/RP2P3/1P2B1NR/P1P1P1PP/1BNQ2K1 w - - 0 1', 'eval': 0},
{'fen': 'nq2kr1n/prp2ppp/2p1b3/1b1p2p1/Q4NP1/PRBPN3/2PPPPRP/3B1K2 w - - 0 1', 'eval': -16},
{'fen': '3b1knq/p1ppppp1/1p2b2r/2nr1p2/N1Q2PPB/4RP2/1PPP1NPP/R2B3K w - - 0 1', 'eval': -62},
{'fen': '1nk3b1/ppp1prp1/2nbp2p/1p1r1q2/PP6/3NP2Q/1RPPRPPP/B1KB2N1 w - - 0 1', 'eval': -8},
{'fen': '1knbqbr1/ppppnprp/4p3/7p/QN6/P2P4/PPPPPP1B/K2RN1RB w - - 0 1', 'eval': 108},
{'fen': 'rnkn4/qppp1ppp/b3p1p1/1r4b1/1Q4P1/P1R1NBP1/PPPPP3/BNR4K w - - 0 1', 'eval': 0},
{'fen': 'n3rk1q/pp1pppb1/2pr1p1b/1n2p3/P1B3R1/NP3N2/PQPPPP1P/1R3B1K w - - 0 1', 'eval': -46},
{'fen': '1r4kb/p2ppppp/brq3pp/n4n2/3PP2R/P7/BPPPP1P1/NBR2KNQ w - - 0 1', 'eval': 58},
{'fen': 'kr4nn/pp1p1ppb/2p4p/b1pr3q/4BP2/3QP1R1/PPBPPPP1/K2R2NN w - - 0 1', 'eval': 0},
{'fen': 'q1n3k1/pp1pppbp/b3rrpp/3n4/1P5B/B1RN1PP1/RPPPPN1P/K6Q w - - 0 1', 'eval': -22},
{'fen': '6kb/rpnpppp1/p1nb3q/1p2p2r/N3R1B1/P3P2P/P2QPPPP/1R2K1BN w - - 0 1', 'eval': -2},
{'fen': 'bk3r2/pppp1p1n/1r1npb1p/3p3q/1P6/PR3NR1/PPPPPP1B/1NK1Q1B1 w - - 0 1', 'eval': 56},
{'fen': '1nq2k1r/pbpp2pp/3bpp2/1r1p1n2/B5N1/BPR2P1P/PNP1PPP1/3K2QR w - - 0 1', 'eval': 0},
{'fen': 'kr1n1brq/pppp1ppp/3pn3/3b4/2R2P1N/1N1BP2P/PPP1BQPP/K3R3 w - - 0 1', 'eval': 67},
{'fen': '1n1r2k1/pppqp1pp/2p2p2/r1bn1b2/2P5/4RNPP/PPPP1NPB/QKR4B w - - 0 1', 'eval': -11},
{'fen': 'n2rn1k1/1p1ppprp/b1pp1pb1/6q1/6BN/2P3QR/PPPPPNPP/R2B1K2 w - - 0 1', 'eval': -59},
{'fen': '4kr2/pp1pbppp/bqn1p1nr/2p5/8/PBP1NB1R/NP1PPPPP/K1RQ4 w - - 0 1', 'eval': 41},
{'fen': 'b1k2bqn/nrppppp1/pp3p2/6r1/P1B3N1/PP2R1B1/P1PPP1P1/1Q1N1KR1 w - - 0 1', 'eval': 27},
{'fen': '1b1nrn1k/1pp1qppp/pp4p1/r1b5/P1N5/2PB3P/QPPPPPN1/3RB1RK w - - 0 1', 'eval': -68},
{'fen': '1b3kq1/pprppnp1/ppnr1b2/1p6/1N1P1B1P/PR2N3/2PPPPP1/K1R1B1Q1 w - - 0 1', 'eval': 43},
{'fen': 'rk4qn/ppppp2p/p2rbbpn/8/1PN3P1/B3P3/RPPP1P1P/R3KQBN w - - 0 1', 'eval': 48},
{'fen': '2k2rrq/1pp1pp1p/2nb1p2/pn2p2b/1P5N/PB4P1/PPPBRPP1/1RK3NQ w - - 0 1', 'eval': -9},
{'fen': '1rnq2bk/ppprppp1/2pb3p/5n2/4N3/1P2RP1N/PPPPPBP1/Q1B3RK w - - 0 1', 'eval': 15},
{'fen': '2q1b1k1/1p1pprpp/2rn2np/1p1b3p/R1N2R1P/BPN1P3/P1PPQ1PP/B6K w - - 0 1', 'eval': 0},
{'fen': '1bqnk2r/pppp1pbp/3n2pr/p7/1N4PP/B1R1P3/PPP3PP/Q2KNR1B w - - 0 1', 'eval': 47},
{'fen': '1rrn3k/p1p2ppp/n1bpp1q1/2pb4/B6P/N1NP1P2/1PPPP1P1/K1RBR1Q1 w - - 0 1', 'eval': -63},
{'fen': '1bbkrr2/pp3ppp/1p1pn3/nq3p2/1B2R1P1/1B2NQPP/PPP1P2P/1R2K2N w - - 0 1', 'eval': -70},
{'fen': '5kr1/r1p1pppp/2np1n1b/1pq2bp1/B5R1/P2QPP2/PP1P2PP/2NBRNK1 w - - 0 1', 'eval': -44},
{'fen': '2kqb2r/2pppbpp/1p2nr1n/1pp5/1NP2N1R/4BPBP/PPPP1PR1/Q6K w - - 0 1', 'eval': -85},
{'fen': 'nr2nk1q/b1ppbppp/p1p1rp2/8/8/PQ2RB1P/PPPP1PPN/BR4NK w - - 0 1', 'eval': 2},
{'fen': 'kbq1n3/pp1pp2p/2p2bpn/pr2r3/1P6/RB1P3P/BPPNPPP1/QKN4R w - - 0 1', 'eval': -59},
{'fen': 'rbr1qn1k/nppp1ppb/p7/1p4p1/NN6/P5P1/1PPPPP1P/K2BRBQR w - - 0 1', 'eval': -66},
{'fen': 'rnkq4/1ppp1p1p/p1b2np1/pr2b3/R7/QPP5/PPPPPBP1/K1RN2BN w - - 0 1', 'eval': -49},
{'fen': 'rknb1n1b/pppppqpp/3p4/7r/1P2PNN1/Q2P4/PPRBP1PP/5KRB w - - 0 1', 'eval': 0},
{'fen': '1q2nrk1/nppp2pp/b1p1p1b1/rp6/4NP1R/3PPB2/PPP1RPPB/5KQN w - - 0 1', 'eval': -69},
{'fen': 'k2rbrq1/ppp1npp1/2p1p1p1/1n4b1/2NP4/1R1P1B2/PP2PPPP/1N1KBQR1 w - - 0 1', 'eval': -7},
{'fen': '2r1n1bk/1qpppppp/2p2p2/r3b2n/P7/1BN2P1B/PPPRPPPR/2NK1Q2 w - - 0 1', 'eval': -27},
{'fen': '1qk2rnn/pb1ppp1p/1p2pbpr/8/RPP5/BP6/PR1PPP1P/1BNK1N1Q w - - 0 1', 'eval': 0},
{'fen': 'n1br3k/1ppp1p1p/p4n1r/4ppqb/1P6/4NP1P/PRPRPPP1/1KQN2BB w - - 0 1', 'eval': -13},
{'fen': '1q2rrk1/pp1pp1bp/b4pnn/2p3p1/N1P5/2PB2RP/1RPPPPP1/K2NB2Q w - - 0 1', 'eval': 0},
{'fen': '2k5/pbp1qppp/b2rnr1p/2n2p1p/1N6/QP2PPR1/1P1PP1PP/R1N1KBB1 w - - 0 1', 'eval': 0},
{'fen': 'r2nbbkq/pppp2pp/nr1p4/7p/R2NB3/PN3PBP/PRP1P1PP/Q5K1 w - - 0 1', 'eval': 27},
{'fen': '3kb1bn/p1nqpppp/r1pp2r1/6p1/8/PP1P1N2/1PPPPBP1/BQK1R1RN w - - 0 1', 'eval': -4},
{'fen': 'bnkr3b/p1ppqpp1/1p2p3/3p2rn/PR4N1/B1PP4/2PPP1PP/K1Q2RBN w - - 0 1', 'eval': 0},
{'fen': 'n3k1nb/ppp1ppp1/pq4br/3p1r2/6R1/NPPP2B1/PNP1RPPP/QBK5 w - - 0 1', 'eval': 16},
{'fen': '4knnr/1ppbqppp/2p1bpr1/p7/P2R1NBB/QP1P4/R1PPPP1P/1NK5 w - - 0 1', 'eval': -16},
{'fen': '2rqbnkr/1p1ppp1p/2p1p1p1/3b3n/2N5/2RPN1P1/1PPPP1PP/1BQRB2K w - - 0 1', 'eval': 34},
{'fen': '1n1qbk2/1p1prppp/1ppr2bn/4p3/1PB4N/4P1NP/P1PPP1P1/1K1R1BQR w - - 0 1', 'eval': -75},
{'fen': '1b3q1k/2pprppp/ppnb3r/4n1p1/3P4/P1N1PRNB/1PPP1P1P/1B3RQK w - - 0 1', 'eval': -69},
{'fen': '1k2qrr1/p3pppp/1nppbn2/4p2b/P6P/B1NPR3/BPP2PPP/K2N2RQ w - - 0 1', 'eval': -7},
{'fen': '1b1k2n1/qp1pp1pp/2n1rb1p/1p1r1p2/PN4P1/1P5N/1QPPBPPP/4RRKB w - - 0 1', 'eval': -36},
